order_id,user_id,product_id,order_date,quantity,unit_price,total_amount,payment_method,status,city,is_anomaly
O000434,U00360,P00013,2025-12-12 03:21:00,1,585.71,585.71,微信支付,已完成,深圳,
O000434,U00360,P00100,2025-12-12 03:21:00,1,806.09,806.09,银行卡,已完成,深圳,
O000435,U00335,P00067,2025-03-14 22:10:00,1,233.25,233.25,支付宝,已完成,北京,
O000435,U00335,P00094,2025-03-14 22:10:00,2,900.9,1801.8,银行卡,已完成,北京,
O000435,U00335,P00078,2025-03-14 22:10:00,2,469.02,938.04,银行卡,已完成,北京,
O000435,U00335,P00084,2025-03-14 22:10:00,1,940.05,940.05,支付宝,已完成,北京,
O000435,U00335,P00099,2025-03-14 22:10:00,1,195.67,195.67,支付宝,已完成,北京,
O000436,U00281,P00059,2026-03-21 02:31:00,2,454.17,908.34,支付宝,已完成,成都,
O000437,U00296,P00023,2025-07-06 11:05:00,2,228.27,456.54,支付宝,已完成,成都,
O000438,U00132,P00016,2026-01-26 14:41:00,2,179.3,358.6,支付宝,已完成,杭州,
O000438,U00132,P00073,2026-01-26 14:41:00,3,587.24,1761.72,微信支付,已取消,杭州,
O000439,U00226,P00041,2025-07-07 16:54:00,2,737.17,1474.34,银行卡,已完成,杭州,
O000439,U00226,P00048,2025-07-07 16:54:00,13,25.9,336.7,银行卡,已完成,杭州,
O000439,U00226,P00011,2025-07-07 16:54:00,16,70.93,1134.88,支付宝,已完成,杭州,
O000439,U00226,P00088,2025-07-07 16:54:00,1,110.35,110.35,支付宝,已完成,杭州,
O000439,U00226,P00053,2025-07-07 16:54:00,2,206.5,413.0,银行卡,已完成,杭州,
O000440,U00274,P00024,2026-02-23 14:06:00,2,159.91,319.82,微信支付,已完成,杭州,
O000441,U00206,P00078,2025-06-18 02:20:00,2,469.02,938.04,支付宝,已完成,上海,
O000441,U00206,P00063,2025-06-18 02:20:00,19,5.15,97.85000000000001,微信支付,已完成,上海,
O000441,U00206,P00028,2025-06-18 02:20:00,1,169.68,169.68,支付宝,退款中,上海,
O000442,U00032,P00061,2026-02-18 11:50:00,3,969.52,2908.56,支付宝,已完成,深圳,
O000442,U00032,P00028,2026-02-18 11:50:00,1,169.68,169.68,支付宝,已完成,深圳,
O000442,U00032,P00007,2026-02-18 11:50:00,2,763.53,1527.06,支付宝,已完成,深圳,
O000442,U00032,P00003,2026-02-18 11:50:00,3,598.58,1795.7400000000002,支付宝,已完成,深圳,
O000443,U00095,P00044,2026-03-02 01:05:00,2,964.98,1929.96,银行卡,已完成,重庆,
O000443,U00095,P00097,2026-03-02 01:05:00,1,974.26,974.26,支付宝,已取消,重庆,
O000443,U00095,P00039,2026-03-02 01:05:00,3,881.05,2643.1499999999996,微信支付,已完成,重庆,
O000443,U00095,P00022,2026-03-02 01:05:00,3,282.29,846.8700000000001,银行卡,已完成,重庆,
O000444,U00342,P00086,2025-10-24 19:09:00,3,226.32,678.96,微信支付,已完成,西安,
O000444,U00342,P00094,2025-10-24 19:09:00,1,900.9,900.9,支付宝,已完成,西安,
O000444,U00342,P00096,2025-10-24 19:09:00,3,366.51,1099.53,银行卡,已完成,西安,
O000445,U00370,P00082,2025-01-02 14:53:00,3,619.34,1858.02,微信支付,已完成,杭州,
O000445,U00370,P00058,2025-01-02 14:53:00,1,433.34,433.34,银行卡,已完成,杭州,
O000446,U00397,P00045,2025-03-27 19:24:00,3,718.59,2155.77,微信支付,已完成,广州,
O000446,U00397,P00027,2025-03-27 19:24:00,2,503.55,1007.1,支付宝,已完成,广州,
O000447,U00258,P00084,2026-02-24 03:44:00,3,940.05,2820.1499999999996,支付宝,已完成,武汉,
O000447,U00258,P00059,2026-02-24 03:44:00,1,454.17,454.17,支付宝,已完成,武汉,
O000447,U00258,P00053,2026-02-24 03:44:00,3,206.5,619.5,支付宝,已完成,武汉,
O000447,U00258,P00046,2026-02-24 03:44:00,3,449.24,1347.72,支付宝,已完成,武汉,
O000448,U00325,P00012,2025-05-26 22:39:00,1,560.9,560.9,微信支付,已完成,深圳,
O000449,U00316,P00070,2025-07-30 03:31:00,1,75.64,75.64,支付宝,已完成,上海,
O000449,U00316,P00013,2025-07-30 03:31:00,2,585.71,1171.42,微信支付,已完成,上海,
O000449,U00316,P00082,2025-07-30 03:31:00,2,619.34,1238.68,支付宝,已取消,上海,
O000449,U00316,P00057,2025-07-30 03:31:00,2,263.58,527.16,银行卡,已完成,上海,
O000449,U00316,P00065,2025-07-30 03:31:00,3,434.45,1303.35,支付宝,已完成,上海,
O000450,U00401,P00085,2025-04-25 16:18:00,2,747.47,1494.94,微信支付,已完成,广州,
O000450,U00401,P00034,2025-04-25 16:18:00,2,972.35,1944.7,微信支付,已完成,广州,
O000450,U00401,P00040,2025-04-25 16:18:00,2,76.67,153.34,银行卡,已完成,广州,
O000451,U00420,P00022,2026-01-15 19:20:00,2,282.29,564.58,银行卡,已完成,广州,
O000451,U00420,P00074,2026-01-15 19:20:00,1,664.13,664.13,银行卡,已完成,广州,
O000451,U00420,P00056,2026-01-15 19:20:00,3,414.47,1243.41,银行卡,已完成,广州,
O000452,U00089,P00056,2025-07-26 10:33:00,1,414.47,414.47,银行卡,已完成,上海,
O000452,U00089,P00030,2025-07-26 10:33:00,2,538.43,1076.86,银行卡,已完成,上海,
O000453,U00470,P00027,2025-05-14 17:10:00,3,503.55,1510.65,微信支付,已完成,广州,
O000453,U00470,P00012,2025-05-14 17:10:00,44,7.94,349.36,支付宝,已完成,广州,1.0
O000453,U00470,P00004,2025-05-14 17:10:00,18,1.66,29.88,支付宝,已完成,广州,
O000454,U00096,P00039,2025-05-03 20:57:00,1,881.05,881.05,支付宝,已完成,南京,
O000454,U00096,P00025,2025-05-03 20:57:00,3,548.1,1644.3000000000002,微信支付,已完成,南京,
O000455,U00479,P00014,2025-03-15 20:01:00,2,777.51,1555.02,微信支付,已完成,北京,
O000455,U00479,P00015,2025-03-15 20:01:00,2,869.05,1738.1,微信支付,已完成,北京,
O000455,U00479,P00059,2025-03-15 20:01:00,2,454.17,908.34,支付宝,已完成,北京,
O000455,U00479,P00077,2025-03-15 20:01:00,3,329.75,989.25,银行卡,已完成,北京,
O000455,U00479,P00016,2025-03-15 20:01:00,2,179.3,358.6,支付宝,已完成,北京,
O000456,U00414,P00023,2025-03-24 05:19:00,3,228.27,684.8100000000001,微信支付,已完成,西安,
O000457,U00061,P00077,2025-06-25 11:30:00,1,329.75,329.75,微信支付,已完成,北京,
O000457,U00061,P00070,2025-06-25 11:30:00,3,75.64,226.92000000000002,微信支付,已完成,北京,
O000457,U00061,P00001,2025-06-25 11:30:00,2,44.41,88.82,微信支付,已完成,北京,
O000457,U00061,P00021,2025-06-25 11:30:00,18,78.02,1404.36,微信支付,已完成,北京,
O000457,U00061,P00067,2025-06-25 11:30:00,2,233.25,466.5,微信支付,已完成,北京,
O000458,U00179,P00060,2025-12-29 17:41:00,2,69.48,138.96,支付宝,已取消,成都,
O000458,U00179,P00096,2025-12-29 17:41:00,3,366.51,1099.53,银行卡,已完成,成都,
O000458,U00179,P00064,2025-12-29 17:41:00,2,279.8,559.6,银行卡,已完成,成都,
O000459,U00160,P00056,2025-03-26 06:46:00,2,414.47,828.94,银行卡,已完成,深圳,
O000459,U00160,P00058,2025-03-26 06:46:00,1,433.34,433.34,支付宝,已完成,深圳,
O000459,U00160,P00055,2025-03-26 06:46:00,1,679.8,679.8,微信支付,已完成,深圳,
O000459,U00160,P00077,2025-03-26 06:46:00,2,329.75,659.5,支付宝,已完成,深圳,
O000460,U00310,P00051,2026-02-28 20:33:00,2,229.85,459.7,微信支付,已完成,武汉,
O000460,U00310,P00004,2026-02-28 20:33:00,1,247.91,247.91,支付宝,已完成,武汉,
O000460,U00310,P00015,2026-02-28 20:33:00,2,869.05,1738.1,支付宝,已完成,武汉,
O000461,U00353,P00060,2025-01-06 22:21:00,1,69.48,69.48,支付宝,已完成,深圳,
O000461,U00353,P00073,2025-01-06 22:21:00,1,587.24,587.24,微信支付,已完成,深圳,
O000462,U00288,P00074,2025-05-23 22:38:00,2,664.13,1328.26,支付宝,已完成,成都,
O000463,U00163,P00007,2026-02-21 10:12:00,2,763.53,1527.06,微信支付,已完成,广州,
O000463,U00163,P00064,2026-02-21 10:12:00,3,279.8,839.4000000000001,支付宝,已完成,广州,
O000464,U00122,P00083,2025-10-23 00:18:00,3,27.57,82.71000000000001,支付宝,退款中,广州,
O000465,U00146,P00068,2025-03-09 12:02:00,1,79.64,79.64,支付宝,已完成,武汉,
O000465,U00146,P00006,2025-03-09 12:02:00,2,460.12,920.24,支付宝,已完成,武汉,
O000465,U00146,P00044,2025-03-09 12:02:00,3,964.98,2894.94,支付宝,已完成,武汉,
O000465,U00146,P00083,2025-03-09 12:02:00,2,27.57,55.14,支付宝,已完成,武汉,
O000465,U00146,P00003,2025-03-09 12:02:00,3,598.58,1795.7400000000002,微信支付,已取消,武汉,
O000466,U00432,P00029,2025-07-11 19:06:00,10,86.13,861.3,银行卡,退款中,深圳,
O000467,U00371,P00025,2025-08-12 07:10:00,2,548.1,1096.2,银行卡,已完成,西安,
O000468,U00003,P00015,2025-12-19 01:16:00,29,92.5,2682.5,银行卡,已完成,深圳,1.0
O000469,U00406,P00018,2026-02-20 12:17:00,1,642.18,642.18,微信支付,已完成,杭州,
O000469,U00406,P00075,2026-02-20 12:17:00,2,220.07,440.14,银行卡,已完成,杭州,
O000470,U00063,P00062,2025-09-25 16:15:00,2,182.88,365.76,支付宝,已完成,重庆,
O000470,U00063,P00085,2025-09-25 16:15:00,3,747.47,2242.41,银行卡,已完成,重庆,
O000470,U00063,P00063,2025-09-25 16:15:00,1,904.29,904.29,银行卡,已完成,重庆,
O000470,U00063,P00036,2025-09-25 16:15:00,3,616.69,1850.0700000000002,支付宝,已完成,重庆,
O000470,U00063,P00042,2025-09-25 16:15:00,1,770.42,770.42,支付宝,已完成,重庆,
O000471,U00420,P00044,2025-07-17 06:31:00,3,964.98,2894.94,银行卡,已完成,广州,
O000472,U00440,P00084,2025-06-10 09:45:00,1,940.05,940.05,支付宝,已取消,上海,
O000472,U00440,P00020,2025-06-10 09:45:00,3,235.12,705.36,支付宝,已完成,上海,
O000472,U00440,P00065,2025-06-10 09:45:00,2,434.45,868.9,银行卡,已完成,上海,
O000472,U00440,P00014,2025-06-10 09:45:00,3,777.51,2332.5299999999997,微信支付,已完成,上海,
O000473,U00237,P00031,2026-03-25 03:47:00,39,81.3,3170.7,银行卡,已完成,北京,1.0
O000474,U00272,P00071,2025-08-20 11:16:00,2,87.05,174.1,支付宝,已完成,武汉,
O000475,U00258,P00057,2025-08-09 16:21:00,1,263.58,263.58,支付宝,已完成,武汉,
O000476,U00375,P00052,2025-08-05 06:18:00,3,483.12,1449.3600000000001,银行卡,已完成,南京,
O000476,U00375,P00023,2025-08-05 06:18:00,3,228.27,684.8100000000001,微信支付,已完成,南京,
O000477,U00491,P00005,2025-02-26 07:07:00,1,721.6,721.6,微信支付,已完成,广州,
O000478,U00142,P00051,2025-04-26 19:44:00,3,229.85,689.55,微信支付,已完成,杭州,
O000478,U00142,P00013,2025-04-26 19:44:00,1,585.71,585.71,支付宝,已完成,杭州,
O000478,U00142,P00029,2025-04-26 19:44:00,2,604.38,1208.76,微信支付,已完成,杭州,
O000478,U00142,P00094,2025-04-26 19:44:00,3,900.9,2702.7,银行卡,已完成,杭州,
O000479,U00157,P00041,2026-03-13 22:15:00,1,737.17,737.17,支付宝,已完成,深圳,
O000479,U00157,P00088,2026-03-13 22:15:00,1,110.35,110.35,支付宝,已完成,深圳,
O000480,U00172,P00022,2025-01-11 05:16:00,1,282.29,282.29,支付宝,已完成,上海,
O000481,U00299,P00061,2025-01-01 15:55:00,11,43.27,475.97,微信支付,退款中,成都,
O000481,U00299,P00015,2025-01-01 15:55:00,1,869.05,869.05,微信支付,已完成,成都,
O000482,U00052,P00063,2025-06-05 23:21:00,2,904.29,1808.58,支付宝,已完成,重庆,
O000482,U00052,P00095,2025-06-05 23:21:00,32,69.89,2236.48,银行卡,已完成,重庆,1.0
O000482,U00052,P00045,2025-06-05 23:21:00,3,718.59,2155.77,支付宝,已完成,重庆,
O000482,U00052,P00070,2025-06-05 23:21:00,3,75.64,226.92000000000002,微信支付,已完成,重庆,
O000483,U00211,P00046,2026-03-15 07:42:00,46,25.9,1191.3999999999999,支付宝,退款中,广州,1.0
O000483,U00211,P00064,2026-03-15 07:42:00,1,279.8,279.8,支付宝,已完成,广州,
O000484,U00328,P00058,2025-02-25 08:56:00,2,433.34,866.68,支付宝,已完成,重庆,
O000484,U00328,P00068,2025-02-25 08:56:00,2,79.64,159.28,微信支付,已完成,重庆,
O000484,U00328,P00023,2025-02-25 08:56:00,3,228.27,684.8100000000001,银行卡,已完成,重庆,
O000484,U00328,P00034,2025-02-25 08:56:00,2,972.35,1944.7,支付宝,已完成,重庆,
O000484,U00328,P00087,2025-02-25 08:56:00,1,515.2,515.2,银行卡,已完成,重庆,
O000485,U00076,P00038,2025-08-27 21:09:00,2,606.87,1213.74,支付宝,已完成,西安,
O000485,U00076,P00080,2025-08-27 21:09:00,12,78.27,939.24,微信支付,已完成,西安,
O000485,U00076,P00072,2025-08-27 21:09:00,2,415.6,831.2,支付宝,已完成,西安,
O000485,U00076,P00086,2025-08-27 21:09:00,1,226.32,226.32,微信支付,已完成,西安,
O000485,U00076,P00021,2025-08-27 21:09:00,2,244.37,488.74,银行卡,已完成,西安,
O000486,U00341,P00092,2026-01-29 17:09:00,3,554.58,1663.7400000000002,银行卡,已完成,杭州,
O000487,U00471,P00061,2025-02-11 09:14:00,1,969.52,969.52,银行卡,已完成,广州,
O000488,U00198,P00034,2025-08-05 12:57:00,3,972.35,2917.05,银行卡,已完成,深圳,
O000489,U00224,P00018,2025-12-14 10:51:00,3,642.18,1926.54,支付宝,已完成,重庆,
O000489,U00224,P00088,2025-12-14 10:51:00,3,110.35,331.04999999999995,支付宝,已取消,重庆,
O000489,U00224,P00099,2025-12-14 10:51:00,2,195.67,391.34,支付宝,已完成,重庆,
O000489,U00224,P00026,2025-12-14 10:51:00,3,411.31,1233.93,支付宝,已完成,重庆,
O000489,U00224,P00033,2025-12-14 10:51:00,3,174.89,524.67,支付宝,已完成,重庆,
O000490,U00182,P00060,2025-08-07 14:26:00,1,69.48,69.48,支付宝,已完成,北京,
O000490,U00182,P00004,2025-08-07 14:26:00,3,247.91,743.73,微信支付,已完成,北京,
O000490,U00182,P00072,2025-08-07 14:26:00,3,415.6,1246.8000000000002,微信支付,已完成,北京,
O000490,U00182,P00099,2025-08-07 14:26:00,2,195.67,391.34,银行卡,已完成,北京,
O000491,U00004,P00011,2025-08-25 16:29:00,3,545.4,1636.1999999999998,银行卡,已完成,成都,
O000492,U00050,P00089,2026-02-25 09:36:00,3,23.37,70.11,银行卡,已完成,杭州,
O000492,U00050,P00043,2026-02-25 09:36:00,1,181.72,181.72,银行卡,已完成,杭州,
O000492,U00050,P00008,2026-02-25 09:36:00,2,292.21,584.42,银行卡,已完成,杭州,
O000492,U00050,P00016,2026-02-25 09:36:00,1,179.3,179.3,支付宝,已完成,杭州,
O000493,U00369,P00015,2025-01-04 15:39:00,48,12.01,576.48,微信支付,已完成,杭州,1.0
O000493,U00369,P00009,2025-01-04 15:39:00,2,120.07,240.14,银行卡,已完成,杭州,
O000494,U00228,P00039,2025-07-20 01:59:00,1,881.05,881.05,银行卡,已完成,武汉,
O000495,U00134,P00085,2026-02-25 19:43:00,1,747.47,747.47,银行卡,已完成,武汉,
O000495,U00134,P00079,2026-02-25 19:43:00,1,546.78,546.78,银行卡,已完成,武汉,
O000495,U00134,P00016,2026-02-25 19:43:00,2,179.3,358.6,支付宝,已完成,武汉,
O000495,U00134,P00056,2026-02-25 19:43:00,3,414.47,1243.41,银行卡,已完成,武汉,
O000496,U00141,P00060,2025-07-20 12:44:00,2,69.48,138.96,支付宝,已完成,西安,
O000497,U00235,P00075,2025-03-03 18:24:00,3,220.07,660.21,银行卡,已完成,成都,
O000498,U00318,P00018,2025-08-16 01:58:00,1,642.18,642.18,支付宝,退款中,西安,
O000498,U00318,P00060,2025-08-16 01:58:00,3,69.48,208.44,银行卡,已完成,西安,
O000498,U00318,P00093,2025-08-16 01:58:00,3,165.03,495.09000000000003,银行卡,已完成,西安,
O000499,U00078,P00044,2025-06-30 20:46:00,3,964.98,2894.94,支付宝,已完成,西安,
O000499,U00078,P00059,2025-06-30 20:46:00,3,454.17,1362.51,支付宝,已完成,西安,
O000499,U00078,P00092,2025-06-30 20:46:00,1,554.58,554.58,银行卡,已完成,西安,
O000499,U00078,P00018,2025-06-30 20:46:00,3,642.18,1926.54,银行卡,已完成,西安,
O000499,U00078,P00036,2025-06-30 20:46:00,3,616.69,1850.0700000000002,银行卡,已完成,西安,
O000500,U00425,P00094,2025-07-26 02:02:00,1,900.9,900.9,支付宝,已完成,北京,
O000501,U00479,P00099,2025-12-14 15:20:00,1,195.67,195.67,微信支付,已完成,北京,
O000501,U00479,P00094,2025-12-14 15:20:00,2,900.9,1801.8,支付宝,已完成,北京,
O000502,U00473,P00015,2025-02-02 01:39:00,2,869.05,1738.1,微信支付,已完成,北京,
O000502,U00473,P00005,2025-02-02 01:39:00,2,721.6,1443.2,支付宝,已完成,北京,
O000502,U00473,P00096,2025-02-02 01:39:00,3,366.51,1099.53,微信支付,已完成,北京,
O000503,U00101,P00029,2025-05-10 15:28:00,3,604.38,1813.1399999999999,微信支付,已完成,上海,
O000503,U00101,P00026,2025-05-10 15:28:00,1,411.31,411.31,银行卡,已完成,上海,
O000503,U00101,P00095,2025-05-10 15:28:00,1,900.85,900.85,微信支付,已完成,上海,
O000504,U00185,P00010,2026-02-01 13:36:00,3,611.55,1834.6499999999999,支付宝,已完成,南京,
O000504,U00185,P00044,2026-02-01 13:36:00,1,964.98,964.98,支付宝,已完成,南京,
O000504,U00185,P00024,2026-02-01 13:36:00,2,159.91,319.82,银行卡,已完成,南京,
O000504,U00185,P00088,2026-02-01 13:36:00,1,110.35,110.35,银行卡,已完成,南京,
O000504,U00185,P00094,2026-02-01 13:36:00,1,900.9,900.9,微信支付,已完成,南京,
O000505,U00401,P00064,2025-09-22 09:06:00,3,279.8,839.4000000000001,微信支付,已完成,广州,
O000506,U00115,P00050,2026-02-25 09:59:00,1,89.34,89.34,微信支付,已取消,西安,
O000506,U00115,P00091,2026-02-25 09:59:00,1,569.59,569.59,银行卡,已完成,西安,
O000506,U00115,P00046,2026-02-25 09:59:00,2,449.24,898.48,银行卡,已完成,西安,
O000507,U00358,P00084,2025-02-26 18:30:00,2,940.05,1880.1,微信支付,已完成,重庆,
O000507,U00358,P00004,2025-02-26 18:30:00,3,247.91,743.73,支付宝,已完成,重庆,
O000507,U00358,P00005,2025-02-26 18:30:00,3,721.6,2164.8,微信支付,已取消,重庆,
O000508,U00121,P00079,2025-09-10 02:51:00,2,546.78,1093.56,银行卡,已完成,南京,
O000508,U00121,P00090,2025-09-10 02:51:00,3,178.25,534.75,微信支付,已完成,南京,
O000508,U00121,P00098,2025-09-10 02:51:00,1,976.58,976.58,支付宝,已完成,南京,
O000508,U00121,P00005,2025-09-10 02:51:00,3,721.6,2164.8,支付宝,已完成,南京,
O000508,U00121,P00045,2025-09-10 02:51:00,1,718.59,718.59,微信支付,已完成,南京,
O000509,U00014,P00049,2026-02-01 06:34:00,2,244.26,488.52,银行卡,已完成,南京,
O000509,U00014,P00088,2026-02-01 06:34:00,3,110.35,331.04999999999995,微信支付,已完成,南京,
O000509,U00014,P00095,2026-02-01 06:34:00,1,900.85,900.85,支付宝,已完成,南京,
O000509,U00014,P00003,2026-02-01 06:34:00,2,598.58,1197.16,微信支付,已完成,南京,
O000509,U00014,P00071,2026-02-01 06:34:00,1,87.05,87.05,微信支付,已完成,南京,
O000510,U00212,P00002,2026-01-18 17:36:00,1,741.64,741.64,微信支付,已完成,西安,
O000511,U00030,P00006,2025-03-06 14:11:00,1,460.12,460.12,微信支付,退款中,杭州,
O000511,U00030,P00041,2025-03-06 14:11:00,2,737.17,1474.34,银行卡,已完成,杭州,
O000511,U00030,P00045,2025-03-06 14:11:00,2,718.59,1437.18,微信支付,已取消,杭州,
O000512,U00254,P00029,2025-12-28 23:52:00,2,604.38,1208.76,支付宝,已完成,武汉,
O000512,U00254,P00057,2025-12-28 23:52:00,1,263.58,263.58,支付宝,已完成,武汉,
O000512,U00254,P00092,2025-12-28 23:52:00,3,554.58,1663.7400000000002,微信支付,已完成,武汉,
O000513,U00178,P00036,2025-07-30 22:39:00,3,616.69,1850.0700000000002,银行卡,已完成,武汉,
O000513,U00178,P00011,2025-07-30 22:39:00,1,545.4,545.4,微信支付,已完成,武汉,
O000513,U00178,P00027,2025-07-30 22:39:00,25,30.17,754.25,支付宝,已完成,武汉,1.0
O000513,U00178,P00018,2025-07-30 22:39:00,1,642.18,642.18,微信支付,已完成,武汉,
O000514,U00139,P00011,2025-05-23 18:24:00,2,545.4,1090.8,支付宝,已完成,成都,
O000514,U00139,P00008,2025-05-23 18:24:00,1,292.21,292.21,支付宝,已完成,成都,
O000514,U00139,P00036,2025-05-23 18:24:00,2,616.69,1233.38,银行卡,已完成,成都,
O000515,U00157,P00004,2025-01-17 17:48:00,2,247.91,495.82,银行卡,已完成,深圳,
O000515,U00157,P00078,2025-01-17 17:48:00,1,469.02,469.02,银行卡,已完成,深圳,
O000515,U00157,P00097,2025-01-17 17:48:00,2,974.26,1948.52,银行卡,已完成,深圳,
O000516,U00386,P00093,2025-01-30 03:35:00,3,165.03,495.09000000000003,银行卡,已完成,成都,
O000516,U00386,P00087,2025-01-30 03:35:00,2,515.2,1030.4,微信支付,已完成,成都,
O000516,U00386,P00037,2025-01-30 03:35:00,1,548.49,548.49,银行卡,已完成,成都,
O000516,U00386,P00069,2025-01-30 03:35:00,1,487.15,487.15,银行卡,退款中,成都,
O000517,U00152,P00079,2025-06-22 18:25:00,2,546.78,1093.56,银行卡,已完成,武汉,
O000518,U00415,P00040,2026-01-31 19:00:00,2,76.67,153.34,微信支付,已完成,成都,
O000519,U00228,P00060,2025-08-25 00:28:00,32,51.98,1663.36,微信支付,已完成,武汉,1.0
O000520,U00210,P00079,2025-01-30 18:05:00,2,546.78,1093.56,支付宝,已完成,广州,
O000520,U00210,P00071,2025-01-30 18:05:00,2,87.05,174.1,银行卡,已完成,广州,
O000520,U00210,P00041,2025-01-30 18:05:00,3,737.17,2211.5099999999998,微信支付,已完成,广州,
O000521,U00059,P00057,2025-12-02 01:11:00,1,263.58,263.58,支付宝,已取消,杭州,
O000521,U00059,P00075,2025-12-02 01:11:00,1,220.07,220.07,支付宝,已完成,杭州,
O000521,U00059,P00041,2025-12-02 01:11:00,1,737.17,737.17,支付宝,已完成,杭州,
O000521,U00059,P00006,2025-12-02 01:11:00,3,460.12,1380.3600000000001,银行卡,已完成,杭州,
O000521,U00059,P00071,2025-12-02 01:11:00,1,87.05,87.05,支付宝,已完成,杭州,
O000522,U00425,P00083,2026-02-26 21:26:00,2,27.57,55.14,支付宝,已完成,北京,
O000523,U00311,P00084,2026-02-08 11:21:00,1,940.05,940.05,支付宝,已完成,深圳,
O000523,U00311,P00048,2026-02-08 11:21:00,3,245.41,736.23,银行卡,已完成,深圳,
O000523,U00311,P00061,2026-02-08 11:21:00,2,969.52,1939.04,银行卡,已完成,深圳,
O000523,U00311,P00038,2026-02-08 11:21:00,3,606.87,1820.6100000000001,微信支付,已完成,深圳,
O000524,U00194,P00049,2026-03-02 18:02:00,1,244.26,244.26,微信支付,已取消,杭州,
O000524,U00194,P00098,2026-03-02 18:02:00,3,976.58,2929.7400000000002,银行卡,已完成,杭州,
O000525,U00215,P00007,2025-10-03 23:07:00,2,763.53,1527.06,银行卡,已完成,重庆,
O000525,U00215,P00078,2025-10-03 23:07:00,1,469.02,469.02,支付宝,已完成,重庆,
O000525,U00215,P00061,2025-10-03 23:07:00,2,969.52,1939.04,微信支付,已完成,重庆,
O000525,U00215,P00085,2025-10-03 23:07:00,2,747.47,1494.94,支付宝,已完成,重庆,
O000525,U00215,P00068,2025-10-03 23:07:00,2,79.64,159.28,微信支付,已完成,重庆,
O000526,U00469,P00030,2025-07-05 20:30:00,1,538.43,538.43,支付宝,已完成,杭州,
O000526,U00469,P00058,2025-07-05 20:30:00,3,433.34,1300.02,支付宝,已完成,杭州,
O000526,U00469,P00054,2025-07-05 20:30:00,2,435.01,870.02,微信支付,已完成,杭州,
O000526,U00469,P00073,2025-07-05 20:30:00,3,587.24,1761.72,银行卡,退款中,杭州,
O000526,U00469,P00017,2025-07-05 20:30:00,1,707.68,707.68,支付宝,已完成,杭州,
O000527,U00008,P00098,2025-03-27 03:26:00,3,976.58,2929.7400000000002,微信支付,已完成,成都,
O000527,U00008,P00071,2025-03-27 03:26:00,1,87.05,87.05,微信支付,已完成,成都,
O000527,U00008,P00092,2025-03-27 03:26:00,3,554.58,1663.7400000000002,支付宝,已取消,成都,
O000528,U00182,P00031,2025-03-07 12:44:00,2,686.58,1373.16,银行卡,已完成,北京,
O000528,U00182,P00092,2025-03-07 12:44:00,3,554.58,1663.7400000000002,银行卡,已完成,北京,
O000528,U00182,P00038,2025-03-07 12:44:00,2,606.87,1213.74,银行卡,已取消,北京,
O000528,U00182,P00016,2025-03-07 12:44:00,2,179.3,358.6,支付宝,已完成,北京,
O000528,U00182,P00044,2025-03-07 12:44:00,3,964.98,2894.94,银行卡,已完成,北京,
O000529,U00470,P00001,2026-02-24 16:05:00,3,44.41,133.23,支付宝,已完成,广州,
O000529,U00470,P00076,2026-02-24 16:05:00,1,407.77,407.77,银行卡,已完成,广州,
O000530,U00144,P00064,2026-01-31 03:14:00,3,279.8,839.4000000000001,支付宝,已完成,杭州,
O000530,U00144,P00044,2026-01-31 03:14:00,2,964.98,1929.96,微信支付,已完成,杭州,
O000530,U00144,P00007,2026-01-31 03:14:00,1,763.53,763.53,银行卡,已完成,杭州,
O000531,U00452,P00036,2026-01-10 06:27:00,1,616.69,616.69,支付宝,已完成,西安,
O000531,U00452,P00074,2026-01-10 06:27:00,1,664.13,664.13,支付宝,已完成,西安,
O000531,U00452,P00079,2026-01-10 06:27:00,2,546.78,1093.56,微信支付,退款中,西安,
O000531,U00452,P00041,2026-01-10 06:27:00,3,737.17,2211.5099999999998,微信支付,已完成,西安,
O000531,U00452,P00013,2026-01-10 06:27:00,3,585.71,1757.13,微信支付,已完成,西安,
O000532,U00307,P00001,2025-01-21 17:34:00,1,44.41,44.41,支付宝,已完成,西安,
O000532,U00307,P00063,2025-01-21 17:34:00,3,904.29,2712.87,支付宝,已完成,西安,
O000533,U00267,P00092,2025-03-06 14:18:00,1,554.58,554.58,支付宝,已完成,西安,
O000534,U00253,P00036,2025-05-15 02:55:00,2,616.69,1233.38,银行卡,已完成,杭州,
O000534,U00253,P00094,2025-05-15 02:55:00,3,900.9,2702.7,微信支付,已完成,杭州,
O000535,U00260,P00087,2025-06-21 08:29:00,1,515.2,515.2,银行卡,已完成,西安,
O000535,U00260,P00100,2025-06-21 08:29:00,2,806.09,1612.18,银行卡,已完成,西安,
O000535,U00260,P00010,2025-06-21 08:29:00,3,611.55,1834.6499999999999,银行卡,已完成,西安,
O000535,U00260,P00091,2025-06-21 08:29:00,1,569.59,569.59,支付宝,已完成,西安,
O000535,U00260,P00089,2025-06-21 08:29:00,1,23.37,23.37,支付宝,已完成,西安,
O000536,U00241,P00094,2025-03-19 15:52:00,1,900.9,900.9,微信支付,已完成,杭州,
O000536,U00241,P00064,2025-03-19 15:52:00,3,279.8,839.4000000000001,微信支付,已完成,杭州,
O000537,U00223,P00027,2025-02-04 15:35:00,3,503.55,1510.65,银行卡,已完成,成都,
